jobID,real,guess,pNFound
13330,3.0,1.68,0.50
2059,3.5,0.67,0.00
2118,1.0,0.67,0.00
12995,8.0,10.01,0.96
13446,21.0,0.67,0.00
13352,1.5,1.24,0.50
13354,8.0,5.08,0.69
13138,1.0,1.03,1.00
13307,2.5,2.48,0.57
1204,5.0,1.44,0.33
11589,0.5,0.67,0.00
11942,1.0,0.67,0.00
12007,2.0,0.67,0.00
13367,4.0,8.14,0.88
12843,2.0,0.67,0.00
13110,1.0,0.67,0.00
13163,1.0,0.67,0.00
12241,4.0,1.85,0.44
3177,26.0,25.82,0.98
13395,1.0,0.67,0.00
13396,1.5,1.45,0.75
13387,4.5,4.10,0.77
2129,3.5,1.51,1.00
13347,79.5,6.09,0.65
13418,1.5,0.67,0.00
13416,1.5,2.44,0.75
13428,1.0,0.67,0.00
12567,5.0,0.70,1.00
13431,2.5,5.30,0.82
13417,6.0,3.05,1.00
12674,4.0,4.83,1.00
13406,3.0,1.09,1.00
13444,21.0,0.67,0.00
13440,1.5,1.26,1.00
13449,2.0,0.67,0.00
13376,10.0,4.25,0.43
13468,10.0,0.67,0.00
13469,1.0,1.82,0.80
13471,3.0,2.70,1.00
13487,1.0,0.67,0.00
13490,2.0,1.72,0.80
13491,1.0,1.67,0.50
13498,6.0,0.67,0.00
13484,3.0,1.58,0.50
13609,80.5,28.36,0.86
2137,18.0,23.58,0.80
13499,2.5,2.49,0.71
13493,17.0,8.60,0.87
13522,4.0,3.36,0.86
13508,7.5,2.43,1.00
13096,2.5,1.73,0.75
13545,1.0,2.01,0.80
13560,1.0,1.94,1.00
7415,2.0,0.67,0.00
13561,0.5,0.67,0.00
13582,4.0,3.50,1.00
13589,1.0,0.67,0.00
2124,13.0,2.54,0.75
2071,6.0,5.64,1.00
13443,7.0,0.95,0.33
2148,13.5,8.10,0.77
13459,33.0,12.67,0.79
13565,4.0,2.97,0.75
13602,2.0,0.87,0.33
13257,2.0,0.67,0.00
13618,5.5,5.59,0.80
13259,2.0,0.67,0.00
13335,4.5,3.90,0.88
13646,3.5,4.07,0.69
13190,1.5,2.43,0.75
13674,1.0,0.67,0.00
13675,5.0,4.77,0.86
13563,4.0,2.62,0.75
13661,2.0,0.67,0.00
13640,1.0,0.67,0.00
13681,3.0,1.76,0.50
13684,4.5,6.51,1.00
13665,1.0,0.67,0.00
10886,45.0,32.12,0.89
13586,8.0,1.26,0.20
13693,21.0,21.17,1.00
13379,1.0,1.63,0.40
13702,3.0,3.24,0.60
14136,1.0,0.67,0.00
13340,1.0,0.67,0.00
13709,4.0,1.73,0.80
13719,1.0,1.73,0.50
4622,7.5,0.67,0.00
13686,3.0,1.68,0.67
13209,2.5,3.60,0.75
13334,4.0,3.55,0.71
13394,2.0,1.92,0.80
13763,2.5,5.11,0.75
13768,1.0,0.67,0.00
13662,1.5,2.52,0.67
13773,1.0,0.67,0.00
13787,2.0,0.93,0.33
13797,4.0,0.67,0.00
13366,30.0,14.38,0.63
12210,3.0,0.88,0.40
13299,13.5,1.51,0.60
13811,4.5,5.70,0.77
13819,3.0,3.42,1.00
13826,6.0,2.11,0.67
13825,0.5,1.18,1.00
13827,2.5,1.22,0.67
13828,3.5,1.27,1.00
12424,20.0,3.13,0.38
13547,1.0,0.99,0.50
13847,2.5,2.30,0.75
13839,4.0,6.89,0.76
13954,3.0,2.19,0.40
12773,1.0,0.67,0.00
13854,8.0,0.67,0.00
13610,36.5,17.43,0.90
13860,1.0,0.95,0.33
11418,1.0,0.67,0.00
13871,2.5,1.13,0.50
13879,1.0,1.29,0.67
13881,1.0,1.27,0.50
13321,1.0,0.67,0.00
13888,1.0,2.14,0.67
13901,5.0,0.67,0.00
1406,10.0,2.16,0.80
13905,1.0,1.03,0.33
13849,7.0,7.23,1.00
5416,46.5,10.60,0.79
13913,5.0,5.10,1.00
13917,3.5,2.82,0.62
13923,0.5,0.83,1.00
14195,1.0,0.96,0.67
2165,3.5,0.67,0.00
2164,1.5,0.99,0.50
2159,16.0,15.92,1.00
13947,1.0,2.33,0.60
13960,0.5,0.97,0.50
13543,2.0,0.67,0.00
13528,1.0,0.67,0.00
13918,1.0,1.39,0.75
13921,1.5,0.67,0.00
7285,9.0,1.15,0.50
13996,1.0,0.69,0.50
2180,3.5,3.21,0.80
13877,1.5,2.13,0.50
2150,6.5,2.56,0.80
14008,1.0,0.67,0.00
14013,3.0,0.67,0.00
12796,3.5,0.82,1.00
14018,3.0,2.16,0.80
12535,2.0,0.67,0.00
14027,2.5,2.11,0.75
14040,2.0,2.58,1.00
14043,15.0,1.08,0.75
14045,2.0,1.55,0.75
14047,1.5,1.22,0.50
12289,3.0,1.21,0.33
14048,7.0,9.10,1.00
13704,2.5,2.07,0.67
11001,24.5,27.87,0.81
13553,1.0,1.22,0.50
14054,1.5,1.18,0.50
13968,3.0,0.67,0.00
14059,1.0,0.67,0.00
14064,16.5,20.35,0.78
13982,2.0,2.15,0.80
14072,2.0,1.50,1.00
13531,1.5,0.67,0.00
14081,2.5,3.04,0.60
14097,1.0,0.67,0.00
2109,3.5,3.13,0.70
2108,4.0,2.36,0.60
14120,2.0,2.12,0.83
14146,2.0,2.68,0.75
14149,1.0,0.67,0.00
12197,1.5,3.74,0.67
13601,5.5,0.67,0.00
14152,4.0,6.59,0.73
14153,3.5,0.96,0.50
14158,1.0,1.02,0.50
13458,2.5,1.44,0.40
14164,1.0,0.85,0.50
14175,1.0,0.91,0.50
13650,0.5,0.67,0.00
14189,3.0,1.20,0.50
2206,1.0,0.90,0.50
14203,1.0,0.67,0.00
14205,4.0,0.67,0.00
14138,4.0,7.00,1.00
14125,1.0,2.66,0.62
14207,2.0,0.95,0.33
13653,19.0,9.49,1.00
2193,5.0,11.80,0.79
14229,2.0,0.67,0.00
14232,16.5,0.67,0.00
14233,3.5,1.40,0.50
14204,1.0,0.67,0.00
14239,1.0,1.34,1.00
14067,15.0,15.02,1.00
14262,1.5,0.97,0.50
14261,4.0,1.77,0.67
14263,4.0,0.67,0.00
2210,6.0,5.99,0.88
14247,3.5,8.37,1.00
14273,2.5,4.62,0.80
14275,2.5,1.88,0.50
14303,1.0,1.13,1.00
11710,2.5,2.49,0.75
14309,1.5,0.67,0.00
14315,1.0,0.67,0.00
14282,2.0,3.59,1.00
14333,5.0,0.43,0.33
14327,1.5,1.29,0.75
14341,1.0,0.67,0.00
13898,2.5,1.18,0.25
12905,0.5,0.67,0.00
14361,3.0,2.14,0.67
14069,4.0,1.28,0.40
14384,0.5,1.21,1.00
14386,3.0,0.67,0.00
14387,2.0,0.67,0.00
14397,1.0,2.39,1.00
14406,2.0,1.69,0.75
14177,1.0,2.62,0.80
14116,2.5,0.89,0.33
13189,2.0,1.17,0.33
14325,2.0,0.80,1.00
14370,3.0,7.10,0.94
14652,1.0,0.79,0.33
14293,2.5,1.03,0.50
14300,3.5,0.99,0.25
14426,1.0,0.67,0.00
14419,1.0,0.93,0.33
13506,1.0,2.33,0.67
14432,4.5,1.63,0.75
14443,0.5,0.67,0.00
14445,7.5,8.85,0.69
14457,1.0,1.51,0.67
14411,5.0,0.67,0.00
2234,2.0,0.67,0.00
14455,1.5,0.67,0.00
14466,1.0,0.67,0.00
13123,1.0,0.67,0.00
14476,1.0,0.93,1.00
14478,1.0,1.55,1.00
14082,1.0,0.67,0.00
14481,2.0,1.93,1.00
2237,8.5,1.15,0.25
14491,2.0,2.98,0.82
14493,8.0,0.67,0.00
2224,2.0,1.72,0.75
14504,3.5,2.29,0.57
14505,1.5,2.32,0.57
14506,2.0,0.67,0.00
14514,2.5,3.10,0.86
14521,2.0,11.41,0.50
14230,2.0,2.23,0.75
14525,1.0,1.02,0.33
13523,1.0,0.67,0.00
13726,1.5,0.67,0.00
2238,4.0,0.67,0.00
14531,5.0,6.07,1.00
14532,2.0,1.01,1.00
14533,3.0,4.55,1.00
14534,2.0,0.84,1.00
14545,2.0,0.67,0.00
14547,1.5,0.67,0.00
14552,1.5,0.67,0.00
14554,3.0,0.67,0.00
14558,3.0,0.67,0.00
14209,6.5,1.52,0.60
14567,1.0,0.67,0.00
14570,3.0,2.16,0.67
2249,2.0,2.16,0.50
14571,8.0,7.43,0.85
14579,1.5,0.67,0.00
14581,1.0,0.67,0.00
14582,1.0,0.67,0.00
14585,2.5,0.67,0.00
14472,8.5,7.00,0.86
14593,2.5,2.08,0.75
14223,53.0,34.82,0.90
14594,1.0,0.67,0.00
14607,1.0,1.16,1.00
14643,1.5,0.67,0.00
14573,5.0,5.22,0.93
14609,1.0,1.15,0.50
14648,5.5,8.81,0.80
14658,1.0,1.19,0.50
802,3.0,0.67,0.00
14664,2.0,2.84,0.86
14080,1.0,0.67,0.00
13815,21.5,18.35,0.97
14671,1.0,0.67,0.00
14679,1.5,1.59,0.67
14689,5.0,8.20,0.75
13937,14.5,4.54,1.00
14692,1.5,2.34,0.75
13217,19.5,30.37,0.92
14723,1.5,2.32,0.75
14702,2.0,1.30,0.50
14738,1.0,0.67,0.00
13941,3.0,0.67,0.00
14728,3.0,1.15,0.50
14795,12.0,1.15,0.20
14727,3.5,2.51,1.00
13494,1.0,0.98,0.50
14759,7.0,4.39,1.00
11735,80.0,0.67,0.00
14743,1.0,0.92,0.33
13883,2.0,1.29,0.62
2262,3.5,1.26,0.67
14864,1.0,1.00,0.50
14562,7.0,5.92,0.55
14772,2.0,0.67,0.00
12650,3.0,0.67,0.00
14777,1.0,0.91,1.00
14785,1.0,1.01,0.50
14791,1.0,2.22,0.60
14802,1.0,0.67,0.00
14518,12.0,1.95,1.00
14354,10.0,5.89,1.00
14821,3.5,1.06,0.50
14828,1.0,0.67,0.00
14827,3.0,5.82,0.80
14917,10.0,6.70,0.40
2266,21.5,24.36,0.86
14703,7.0,7.15,1.00
14841,3.0,2.46,1.00
14866,8.0,2.16,0.60
14596,3.5,4.17,0.80
14875,47.0,38.49,0.91
14878,2.0,0.67,0.00
14822,9.0,7.83,0.84
14881,2.0,6.31,1.00
14884,1.5,0.79,0.50
14803,2.0,1.38,1.00
14885,4.0,8.22,1.00
14894,1.0,0.67,0.00
14895,2.0,0.67,0.00
14865,5.5,2.83,0.80
14882,1.5,1.87,0.60
14638,1.0,0.67,0.00
12707,1.5,0.67,0.00
13363,2.5,1.67,0.60
14921,7.5,4.15,1.00
14920,2.0,0.67,0.00
2275,1.0,0.67,0.00
14929,1.0,1.99,1.00
14932,4.0,9.31,0.86
14935,1.0,1.34,1.00
14936,3.0,1.03,1.00
2276,1.0,0.67,0.00
12586,2.5,1.39,0.75
14942,2.5,0.67,0.00
14631,1.5,0.67,0.00
14645,1.0,0.67,0.00
14949,1.0,0.67,0.00
14846,5.0,3.74,0.43
14752,2.0,2.25,0.80
14951,2.5,2.27,0.67
14956,1.5,0.67,0.00
11993,8.0,4.01,0.30
14767,2.0,1.20,0.50
14994,1.0,0.67,0.00
14999,3.5,6.82,1.00
14969,1.0,1.44,0.75
2281,1.0,0.67,0.00
15033,2.0,2.82,0.62
15040,2.0,4.55,0.92
15043,8.5,6.45,1.00
2282,5.0,3.01,0.71
15050,3.0,3.48,0.88
15068,1.0,0.67,0.00
15067,1.0,1.59,0.50
15071,3.5,2.84,0.67
15082,1.5,0.67,0.00
15083,4.0,3.57,0.69
2294,3.5,7.35,0.88
15086,1.5,1.18,0.33
15073,2.0,2.43,0.80
10825,2.0,3.84,0.89
15092,2.5,2.91,0.88
15108,1.5,0.67,0.00
15105,0.5,0.90,0.33
14248,1.5,1.49,0.50
2296,3.0,0.62,1.00
15123,1.5,1.69,0.50
13711,3.0,0.67,0.00
14890,1.0,1.01,0.50
14779,2.0,3.08,0.75
15133,2.5,2.22,0.67
14255,2.0,0.67,0.00
15132,1.0,7.25,1.00
15129,7.5,7.69,0.85
10409,4.5,11.77,0.92
15141,1.5,0.81,0.33
15144,0.5,0.88,0.50
5253,28.5,17.48,0.77
15075,2.5,1.62,0.40
13958,1.0,0.67,0.00
15153,2.0,0.67,0.00
15156,11.5,6.08,0.83
15154,1.5,1.54,0.67
15056,3.0,2.14,1.00
15169,1.0,2.38,0.80
2305,2.5,0.67,0.00
15185,2.0,0.67,0.00
15197,0.5,0.67,0.00
15196,6.0,9.21,0.86
15200,1.0,2.66,0.86
15208,1.0,0.67,0.00
15210,14.0,3.12,1.00
15232,3.0,2.09,0.75
15211,4.0,1.57,0.80
15237,2.0,4.13,0.88
15244,1.5,0.67,0.00
15246,2.5,2.54,0.80
15251,6.5,11.31,0.88
15252,3.0,2.81,0.71
15254,1.0,1.01,0.50
2310,2.5,2.68,0.75
15268,1.0,2.03,0.75
2313,3.0,4.58,1.00
15057,4.0,4.73,1.00
14147,22.5,1.88,0.33
15280,1.5,0.67,0.00
15186,4.5,6.55,1.00
15243,2.0,5.76,0.82
15288,4.0,12.26,0.89
15289,1.0,1.00,0.33
15296,2.0,0.67,0.00
15305,2.5,0.67,0.00
15308,2.0,0.75,0.25
15307,6.0,7.22,0.72
15301,3.0,3.97,0.73
15104,1.5,0.67,0.00
15327,2.0,0.67,0.00
15330,1.5,0.67,0.00
2317,12.0,0.67,0.00
12522,62.5,1.66,0.80
15340,2.0,0.67,0.00
15345,1.0,0.67,0.00
14989,2.5,1.88,0.80
15353,1.0,0.67,0.00
15358,3.5,10.24,0.71
14908,2.5,1.04,0.50
15241,1.0,1.01,0.50
15220,1.0,0.67,0.00
14842,17.5,0.67,0.00
15377,18.0,26.81,0.98
15379,10.0,8.04,0.77
15309,3.0,3.65,0.92
15258,1.0,1.40,1.00
15391,1.0,1.64,0.67
15392,1.5,1.59,0.67
14287,1.0,0.67,0.00
15219,1.5,0.67,0.00
15404,1.0,2.18,0.67
15411,3.0,2.10,0.67
15159,15.0,16.60,0.86
15415,4.0,0.67,0.00
15412,4.0,6.75,0.88
13538,1.0,0.67,0.00
2324,1.0,0.67,0.00
15433,2.0,0.67,0.00
15430,1.0,0.67,0.00
3549,123.0,0.67,0.00
15434,2.0,1.10,0.33
14143,2.0,4.62,0.71
15448,3.0,0.88,1.00
15451,9.0,18.96,0.92
15454,32.0,22.36,1.00
15461,1.0,1.09,0.50
15405,1.5,0.67,0.00
15470,3.5,5.06,0.92
15455,1.0,0.67,0.00
15482,4.0,7.39,0.93
15021,7.0,3.33,1.00
15457,5.0,1.05,0.08
13477,12.5,1.16,1.00
15495,3.0,2.25,0.80
15498,15.0,6.92,0.76
2331,24.0,2.55,0.14
2332,4.5,2.18,0.40
15359,3.0,0.67,0.00
15504,7.0,4.02,0.46
15005,4.0,5.66,1.00
15509,1.5,0.67,0.00
15507,17.0,20.16,0.95
15199,16.5,23.82,0.96
15520,4.5,1.27,1.00
15337,8.0,11.00,1.00
15513,1.5,0.67,0.00
15529,3.5,1.99,0.50
14953,6.5,6.19,1.00
15548,1.5,0.67,0.00
15545,5.0,3.56,0.80
2336,2.5,3.21,0.67
15555,2.0,1.38,0.67
15564,4.0,1.49,1.00
15568,1.5,2.13,1.00
2337,1.5,0.67,0.00
15584,4.0,0.67,0.00
15563,1.0,1.49,1.00
15535,1.0,1.03,0.33
15436,6.5,0.67,0.00
2343,1.0,1.09,0.50
15614,1.5,1.15,0.50
15615,1.0,1.15,1.00
2345,2.5,7.23,0.84
15618,14.0,0.67,0.00
15620,1.5,1.15,1.00
15619,4.5,7.23,1.00
15273,2.0,4.73,1.00
2346,3.5,4.24,0.93
2351,2.0,3.82,0.75
7663,8.5,1.85,0.41
3111,6.5,18.94,1.00
15291,11.0,15.53,1.00
15653,1.0,1.31,0.50
2354,1.0,0.67,0.00
14414,25.5,10.27,1.00
15346,3.0,3.82,0.75
15644,4.0,4.76,0.91
15687,2.5,1.72,0.67
15683,4.5,10.68,0.94
15581,3.5,5.92,0.86
15696,4.5,2.39,0.50
15713,1.0,1.22,0.50
15714,12.5,8.45,0.83
15599,7.5,9.41,0.78
2357,4.5,1.32,0.20
2286,5.5,5.43,1.00
15734,1.0,1.87,0.67
3832,13.0,15.29,0.93
15735,1.0,0.79,1.00
15623,3.5,9.28,0.83
15636,1.0,1.95,1.00
15738,3.0,0.67,0.00
2360,3.0,0.67,0.00
15739,5.0,5.53,0.89
2361,2.0,2.81,0.56
15744,2.0,34.17,0.83
15746,1.0,3.20,1.00
2542,56.0,0.00,0.50
15755,5.5,10.01,0.88
2363,4.0,4.41,1.00
15769,1.0,0.67,0.00
15773,11.0,11.38,0.84
13956,1.5,1.97,0.50
15775,4.0,2.74,0.50
15780,2.0,1.35,0.50
15797,1.0,1.22,1.00
15724,2.0,2.88,0.90
15806,0.5,0.67,0.00
15814,1.5,1.22,0.33
14492,2.5,1.06,0.25
15812,1.0,0.67,0.00
15838,3.0,4.83,0.82
2370,1.5,0.67,0.00
15843,8.0,1.96,0.50
15847,1.0,0.67,0.00
15849,1.0,0.67,0.00
2371,9.0,5.05,0.80
15859,1.5,0.83,0.50
15864,1.5,0.67,0.00
15865,1.0,0.67,0.00
15853,1.0,2.13,0.60
14256,1.5,1.46,0.73
6577,13.5,5.89,0.76
16046,2.0,1.82,0.71
15808,2.5,3.45,0.86
15888,1.5,0.67,0.00
15894,1.5,0.67,0.00
15902,2.5,3.96,0.92
15912,2.0,2.27,0.80
15774,2.0,2.28,0.60
2377,9.5,1.90,0.33
15922,1.0,0.67,0.00
13907,1.0,0.67,0.00
15927,11.0,7.79,1.00
15929,1.0,0.67,0.00
15930,10.0,1.63,0.75
15944,0.5,1.38,1.00
15943,3.5,5.82,0.78
15949,3.0,5.78,0.73
15891,11.0,8.21,0.56
15955,1.0,0.67,0.00
2381,2.5,3.86,0.90
15960,3.0,0.67,0.00
15911,1.0,1.01,0.50
15963,1.0,1.18,0.50
15294,1.0,0.67,0.00
15975,1.5,2.09,0.75
2384,2.0,0.67,0.00
15978,5.0,3.42,1.00
15983,2.5,0.67,0.00
2388,1.5,1.22,1.00
2392,4.0,2.94,0.67
2393,2.0,0.67,0.00
2395,1.0,0.67,0.00
2396,2.0,0.67,0.00
2398,1.5,0.67,0.00
16004,8.0,3.33,1.00
16006,1.5,2.39,0.67
15999,1.0,1.30,1.00
2402,1.5,0.67,0.00
15956,3.5,13.56,0.67
2403,5.5,0.67,0.00
16016,1.0,0.67,0.00
15971,2.0,0.67,0.00
2405,2.5,0.67,0.00
16023,2.0,2.23,1.00
16027,2.0,2.98,0.88
16033,23.0,12.36,1.00
16034,2.0,0.83,1.00
2410,1.0,1.92,1.00
13574,52.5,0.67,0.00
16071,2.5,1.62,0.67
14721,6.0,4.07,0.64
16049,4.0,3.45,0.83
16082,1.5,1.64,0.50
16089,6.5,5.16,0.92
13894,27.0,14.38,0.87
16098,3.0,1.57,1.00
16104,3.0,3.45,0.88
15950,2.0,1.55,0.75
16107,16.5,3.14,0.41
14963,4.0,1.44,0.29
16120,7.5,2.43,0.43
13890,1.0,1.40,0.67
2412,1.5,0.67,0.00
16128,1.0,1.16,0.50
15552,1.0,0.67,0.00
16134,1.0,0.67,0.00
16044,1.0,1.14,0.50
15209,11.0,12.76,1.00
15322,2.5,0.67,0.00
14595,2.0,3.23,0.78
16160,1.5,1.10,0.33
16158,3.0,0.67,0.00
16055,1.0,0.67,0.00
16142,2.5,3.32,0.88
16170,2.0,4.22,0.75
2414,1.0,1.71,0.80
16190,5.5,1.49,0.40
14924,1.0,0.67,0.00
2386,3.5,3.96,1.00
16195,13.0,0.84,0.40
16211,1.5,1.31,0.75
13834,100.0,52.05,0.92
16215,1.5,2.68,1.00
16217,4.0,7.69,0.86
16219,2.0,4.36,0.86
2423,7.5,0.67,0.00
15897,4.5,9.38,0.95
2424,2.5,0.67,0.00
15501,2.5,10.91,1.00
15947,4.0,2.77,1.00
15909,3.5,2.12,1.00
14441,6.5,8.53,0.76
16243,1.5,2.94,1.00
15946,3.5,1.21,1.00
16249,5.5,3.18,0.71
16282,4.0,0.67,0.00
16091,4.0,1.95,1.00
16133,2.5,4.38,0.82
16284,1.5,1.28,1.00
16308,1.0,0.67,0.00
16313,2.0,0.67,0.00
16318,5.5,3.91,1.00
15352,1.0,1.20,0.50
15311,1.0,0.67,0.00
16330,1.5,1.59,0.67
2435,0.5,0.67,0.00
2420,2.0,1.69,0.67
16293,4.0,4.16,0.90
16205,1.5,1.43,0.50
16204,2.0,0.67,0.00
12218,3.0,1.18,0.50
16345,2.0,2.86,0.67
16348,2.0,0.67,0.00
13562,3.0,1.07,0.20
16316,1.0,1.74,0.60
16356,1.0,2.69,0.60
16358,1.0,0.67,0.00
16362,3.0,1.89,0.67
15938,4.0,5.14,0.92
16370,5.0,12.15,0.94
5283,9.0,14.23,0.90
16377,1.0,2.24,0.80
16379,1.0,0.67,0.00
16138,2.5,2.96,0.80
16248,1.5,1.07,0.33
16267,1.5,1.85,0.50
16401,4.0,2.08,0.44
2455,8.5,1.26,0.50
7802,5.0,5.60,0.71
2433,3.0,0.67,0.00
16410,1.0,1.45,1.00
2459,1.5,0.67,0.00
2460,1.5,0.67,0.00
16417,1.0,0.67,0.00
2461,1.5,0.67,0.00
16408,2.5,1.42,0.33
16061,6.5,3.14,0.69
16438,2.0,0.67,0.00
16433,2.5,1.49,0.50
16452,6.0,11.19,0.91
2463,2.5,0.67,0.00
16461,1.0,2.59,0.86
16369,1.25,4.00,1.00
15931,5.0,1.34,0.33
16432,1.0,0.90,0.20
16472,11.0,5.55,0.67
16423,1.0,0.67,0.00
16475,2.5,1.89,1.00
16481,1.0,1.31,0.50
15799,37.0,7.75,0.31
16491,6.5,4.63,0.90
16497,8.0,1.86,1.00
16473,1.5,2.66,0.83
16489,1.0,0.78,0.50
16427,3.5,3.63,1.00
16508,1.5,0.67,0.00
16529,3.5,0.67,0.00
16527,3.0,8.35,1.00
16536,5.0,3.08,0.80
2472,1.0,0.67,0.00
16396,6.5,2.33,0.44
16550,47.5,29.13,0.87
16552,8.0,0.67,0.00
16555,3.0,3.27,0.80
16557,3.5,4.34,0.93
16562,6.0,0.67,0.00
16479,1.5,0.67,0.00
16200,3.5,4.68,0.82
16564,1.5,1.82,0.75
16325,3.0,4.92,0.83
16575,1.5,2.29,0.80
2483,1.5,3.15,1.00
16584,0.5,0.67,0.00
14366,3.0,1.48,0.50
16596,2.0,1.49,0.50
16493,2.5,4.88,0.73
2475,2.0,0.67,0.00
13559,1.0,1.73,0.67
16619,14.0,1.94,1.00
16428,3.5,6.42,0.94
16620,2.5,1.50,0.33
16302,1.5,3.50,0.75
16635,2.0,1.28,0.40
16637,1.0,1.51,1.00
16641,1.0,0.67,0.00
16643,25.0,31.50,0.85
16413,4.5,3.36,0.89
16644,3.0,9.36,0.96
16645,4.5,7.36,0.85
16554,2.0,4.03,0.89
16652,2.5,2.36,0.44
16589,15.5,17.96,1.00
16653,1.0,0.97,0.50
16669,3.0,3.77,0.89
16700,1.0,0.67,0.00
16706,1.0,0.95,0.33
16716,10.0,10.11,0.79
2503,1.0,0.67,0.00
16496,2.0,2.64,0.80
2504,1.0,0.67,0.00
16701,2.0,2.43,0.67
16724,5.0,4.11,0.69
15658,1.0,0.67,0.00
12285,6.0,3.51,0.88
16728,10.0,5.22,0.65
4044,8.0,2.87,0.57
16739,1.0,0.67,0.00
16741,3.5,1.84,0.75
16749,3.5,0.95,1.00
16176,3.0,0.67,0.00
16668,1.0,1.49,0.67
2514,29.5,3.21,1.00
2515,61.5,32.45,0.76
16751,2.0,2.81,0.75
16769,2.0,1.46,0.71
16675,5.5,3.15,0.70
2526,16.5,12.67,0.82
2635,34.5,0.67,0.00
16792,1.5,1.58,1.00
16793,1.0,0.67,0.00
16799,2.0,2.77,1.00
15459,3.5,11.88,0.90
16813,2.5,4.21,0.79
17316,1.0,0.99,0.50
16677,3.0,1.14,0.67
16720,4.5,4.68,0.80
16819,2.0,1.56,1.00
16808,4.5,5.70,0.87
16820,1.0,0.67,0.00
16772,1.0,2.55,0.89
16821,4.0,1.28,0.67
16830,7.0,15.86,0.97
16705,1.0,1.44,0.75
16561,3.0,2.03,1.00
16850,1.5,1.16,0.50
2533,2.5,1.18,0.80
16853,2.5,2.83,0.86
2353,2.0,1.02,1.00
17341,1.0,1.19,0.50
16863,1.0,1.29,1.00
16864,1.0,0.98,0.50
16670,2.0,2.14,0.75
16874,1.0,2.45,0.83
16884,19.0,22.89,0.91
16885,2.0,1.18,1.00
16818,3.0,1.46,0.67
16878,20.0,13.93,1.00
16903,1.5,0.67,0.00
16485,1.0,0.67,0.00
16888,1.0,0.67,0.00
16899,12.0,1.44,0.60
16734,6.5,0.94,0.50
16930,1.0,0.67,0.00
16933,3.0,0.89,0.50
16935,4.5,0.67,0.00
7172,10.5,6.70,0.86
16945,4.5,1.67,0.67
16943,7.0,2.05,1.00
16947,1.5,0.67,0.00
2552,4.5,0.67,0.00
16954,1.0,0.67,0.00
16955,6.0,6.45,1.00
2558,1.0,1.15,0.33
16889,8.0,4.65,1.00
2559,2.0,1.23,0.93
16940,15.0,5.85,0.91
16981,1.0,0.91,0.50
16985,2.5,1.15,0.50
16986,1.0,1.22,1.00
2541,2.0,1.36,1.00
2560,3.0,2.74,0.80
16912,2.5,5.32,0.85
16997,3.5,0.67,0.00
17004,2.5,1.96,0.50
17012,1.0,1.15,1.00
15621,3.5,4.12,0.61
17026,4.5,0.67,0.00
16145,1.0,0.67,0.00
17033,1.5,0.67,0.00
17038,1.0,0.80,1.00
16987,1.5,3.73,0.80
17039,2.0,2.14,0.67
16654,2.0,1.70,0.50
17055,1.0,0.67,0.00
15011,2.0,0.67,0.00
16183,11.0,2.47,0.67
17042,1.0,1.09,1.00
16523,2.0,0.67,0.00
17072,4.0,4.36,0.78
17075,0.5,1.35,0.67
17076,2.0,0.67,0.00
17085,3.5,6.42,0.93
17086,1.0,0.67,0.00
17087,1.0,0.67,0.00
2564,2.0,0.68,0.50
15181,1.0,1.43,0.50
2570,3.0,3.50,0.78
2567,2.5,2.05,0.50
17102,0.15,1.22,1.00
2572,1.0,0.99,1.00
17115,3.5,5.59,1.00
2573,3.5,4.49,1.00
16978,15.0,5.72,0.68
17141,3.5,0.67,0.00
2580,4.0,1.22,0.50
17149,1.0,1.18,0.25
2531,8.5,5.42,1.00
17170,3.0,2.60,0.80
17172,1.5,1.01,0.67
17173,1.0,4.57,0.88
17177,3.0,1.21,0.80
17178,1.0,0.67,0.00
17189,1.0,0.67,0.00
17188,8.0,9.13,1.00
14637,3.0,0.67,0.00
17191,1.0,1.63,0.50
17193,4.0,6.50,0.88
17197,2.0,0.67,0.00
17135,2.0,0.67,0.00
2622,6.0,3.64,0.89
17209,4.5,2.14,0.44
17218,0.5,0.67,0.00
16914,1.5,0.67,0.00
2614,3.5,0.67,0.00
2630,2.0,0.82,1.00
2616,5.0,1.54,0.33
16789,62.0,0.67,0.00
17235,6.5,3.10,0.75
15787,14.0,10.42,1.00
17244,2.5,6.28,1.00
17247,1.0,0.67,0.00
17117,1.0,0.99,0.33
17041,2.0,1.29,1.00
17233,2.0,2.31,0.80
17028,1.0,2.64,0.50
2285,70.0,30.21,0.82
17261,5.0,6.51,0.89
16685,5.0,0.67,0.00
17199,36.0,9.81,0.88
17277,1.0,0.67,0.00
17281,3.0,2.17,1.00
17287,5.0,4.88,0.81
17292,1.0,1.94,0.50
2638,10.5,10.48,1.00
17302,1.0,0.67,0.00
17237,1.0,1.71,0.75
15212,1.5,2.10,0.75
2640,6.0,0.67,0.00
17315,1.5,0.67,0.00
15995,26.5,16.72,0.88
17286,1.0,1.00,0.33
17327,1.5,0.67,0.00
17330,3.0,2.56,0.80
17334,79.0,60.28,0.92
16855,3.0,1.69,0.50
17339,1.0,1.78,0.50
17353,1.5,0.67,0.00
16721,14.5,9.92,0.90
17372,42.0,7.84,0.60
17176,18.0,17.30,0.96
17395,1.5,1.48,0.50
17400,6.5,2.55,1.00
17404,1.0,0.67,0.00
