jobID,real,guess,pNFound
47217,2.0,0.67,0.00
47218,1.0,1.22,1.00
47225,2.5,0.67,0.00
47231,1.0,0.67,0.00
47241,1.0,1.96,0.67
5873,1.5,1.19,0.33
43617,13.0,17.57,0.94
47114,3.5,0.67,0.00
46977,1.0,1.01,0.50
47284,1.5,1.43,0.33
47287,1.0,1.98,1.00
47296,4.0,0.67,0.00
45809,9.0,1.02,0.67
47314,2.5,4.01,0.83
47315,2.0,0.67,0.00
47257,3.0,5.26,1.00
47331,2.5,1.94,0.80
47348,1.5,0.67,0.00
47017,1.0,1.41,1.00
47265,1.5,1.00,0.50
47048,3.0,1.07,0.50
47372,1.5,0.67,0.00
42616,1.5,0.67,0.00
47347,2.0,1.59,0.33
47373,1.5,0.67,0.00
47015,2.0,1.73,1.00
47290,1.5,1.32,0.67
47390,6.0,2.59,0.57
47394,3.0,2.67,0.86
47395,2.0,2.04,0.40
47398,3.0,3.03,0.75
5884,2.0,1.11,0.50
47254,4.0,0.67,0.00
5886,2.0,0.67,0.00
5871,2.5,1.13,0.33
47410,1.0,1.22,1.00
46807,3.0,1.54,0.67
43398,1.0,0.67,0.00
40477,13.0,0.67,0.00
47420,1.0,4.28,1.00
44751,9.5,6.27,0.89
47676,6.0,2.63,0.86
5841,5.0,7.45,0.95
47430,10.0,8.29,0.94
47435,3.0,0.67,0.00
46967,4.5,5.31,0.90
47457,2.0,1.55,0.50
47461,7.5,0.67,0.00
1086,1.5,1.91,0.43
45562,5.0,3.40,1.00
46272,1.0,0.67,0.00
47472,1.0,1.07,0.50
47343,3.5,1.93,0.60
47478,1.5,2.24,0.60
47062,4.0,2.32,0.71
46675,1.0,0.82,1.00
47306,1.5,1.36,0.67
47376,6.0,8.52,0.90
47522,1.5,1.97,0.67
47524,19.0,14.37,0.85
47528,2.0,0.67,0.00
31901,39.5,3.75,0.50
5893,56.0,0.67,0.00
47532,1.5,1.89,0.75
5890,74.0,24.77,0.70
47094,1.5,0.98,0.50
47441,1.5,2.69,0.70
47542,5.0,0.67,0.00
47120,1.5,0.67,0.00
5870,1.0,1.04,0.50
47482,1.0,1.42,0.67
39469,1.0,8.00,0.64
5900,13.5,18.18,0.96
5901,1.0,0.67,0.00
5898,3.0,2.20,0.86
47317,3.0,4.47,1.00
46846,5.0,0.67,0.00
46812,23.0,22.16,0.97
47466,2.0,1.07,0.50
47640,1.5,1.96,0.67
47641,1.0,1.60,0.67
47636,6.0,0.67,0.00
47442,1.0,0.79,0.50
47657,1.5,1.42,0.50
46560,0.5,0.98,1.00
47659,1.0,1.21,0.33
5904,1.0,1.03,1.00
47665,1.0,0.84,0.50
47669,2.5,0.67,0.00
47668,10.5,5.13,0.56
47672,2.0,2.91,1.00
47288,1.0,1.15,0.67
47489,1.0,2.11,0.60
46361,3.0,4.75,0.88
47705,1.0,0.67,0.00
47707,1.0,0.67,0.00
38171,7.0,1.29,0.33
5914,2.0,2.59,1.00
47282,3.0,4.56,1.00
1101,1.5,0.67,0.00
5908,3.0,2.64,0.75
47155,1.5,0.67,0.00
47732,3.0,1.18,0.25
45119,1.5,6.16,1.00
47743,2.0,0.67,0.00
47575,5.0,8.81,1.00
47299,28.5,3.20,0.80
47578,2.0,1.89,0.67
47750,3.0,1.35,1.00
45063,10.5,10.85,0.96
47773,1.0,4.23,0.71
46432,2.5,1.07,1.00
47580,2.0,1.94,0.50
47541,6.0,6.75,0.90
47536,4.0,3.53,0.56
47793,2.0,1.26,0.67
47798,1.0,0.67,0.00
39152,1.0,0.67,0.00
5917,2.0,1.13,0.50
47464,3.5,1.48,0.60
47802,0.5,1.16,0.50
47815,2.5,1.21,1.00
37018,1.0,0.67,0.00
47458,6.0,1.98,1.00
37026,2.5,1.10,0.67
5926,1.5,0.67,0.00
46350,5.0,14.00,0.86
47844,5.0,7.60,0.79
47888,1.0,1.19,1.00
47895,4.0,2.94,0.82
47896,2.5,2.93,0.55
47836,3.0,1.22,0.50
47861,2.0,0.99,0.33
47979,1.5,1.15,1.00
47985,1.0,4.69,0.82
47991,18.0,13.21,0.90
47996,20.0,14.42,1.00
47997,2.0,3.10,0.88
47998,4.0,8.14,1.00
48002,2.0,3.62,1.00
48007,11.0,0.67,0.00
48008,3.0,2.28,0.80
48010,1.5,2.09,1.00
48016,4.0,2.20,0.83
48019,1.0,2.36,1.00
34459,7.0,10.88,1.00
34006,3.0,1.30,0.67
48043,5.5,1.47,0.50
45242,8.0,8.81,0.86
47586,1.5,0.88,0.50
5943,3.0,1.19,0.33
5939,1.5,1.10,0.50
5941,1.5,0.67,0.00
1115,1.0,1.35,0.50
5954,2.0,6.44,0.60
5959,2.0,3.49,1.00
5973,1.5,3.21,0.64
5984,1.0,0.67,0.00
5987,4.5,0.67,0.00
6000,5.0,1.00,0.14
6003,2.5,3.12,0.88
5961,3.5,0.67,0.00
6010,1.5,1.79,1.00
5962,2.5,1.65,0.75
6023,2.5,3.08,1.00
6020,2.0,5.46,0.80
5720,2.0,0.67,0.00
6037,1.0,0.67,0.00
6041,2.0,3.03,0.88
6043,1.0,1.37,0.33
6045,2.0,0.67,0.00
6050,2.5,1.13,0.33
6056,4.5,3.74,0.70
6059,5.0,4.27,0.89
6074,7.0,0.67,0.00
6078,1.5,1.01,0.50
6080,3.0,13.72,0.83
6081,6.5,2.62,0.83
1116,2.5,2.11,1.00
6093,1.5,0.99,0.50
6014,1.0,2.05,0.80
6095,1.5,1.20,1.00
6098,2.5,0.92,0.33
1209,2.0,0.90,1.00
6103,1.0,0.67,0.00
6114,4.0,7.31,0.94
6120,1.5,0.57,1.00
6121,1.0,0.96,0.25
6030,2.0,0.67,0.00
6127,9.0,4.72,1.00
6083,1.0,1.22,0.33
6130,9.0,0.67,0.00
6132,10.5,2.77,0.67
2093,14.5,8.65,0.62
6142,1.0,0.67,0.00
6148,1.0,0.67,0.00
5193,1.0,1.00,0.25
6054,8.0,0.67,0.00
6160,6.0,9.36,0.86
6163,7.5,0.67,0.00
6067,2.5,3.46,0.73
6203,2.5,0.67,0.00
5592,6.0,0.67,0.00
6213,1.0,8.13,1.00
6180,3.0,2.92,0.58
6209,7.0,1.64,0.71
6159,2.0,0.67,0.00
5675,5.0,5.46,0.93
1216,1.0,0.67,0.00
1218,2.0,0.67,0.00
6221,1.0,1.51,1.00
6079,11.5,15.41,1.00
4673,2.0,3.76,0.77
6242,5.0,9.70,0.85
6246,1.0,0.89,0.50
6248,1.0,2.07,0.67
6254,3.0,1.16,0.50
2845,3.0,0.67,0.00
5486,2.0,0.67,0.00
6264,7.5,4.28,0.79
6273,17.0,0.67,0.00
6275,1.0,0.67,0.00
6278,4.5,2.23,0.75
6280,3.0,1.85,0.80
6285,1.0,1.33,0.50
6287,2.0,0.67,0.00
5749,1.0,2.12,0.67
6295,3.0,2.37,1.00
6300,6.5,2.18,0.67
6308,1.0,0.67,0.00
6310,0.5,0.67,0.00
1222,6.0,9.47,1.00
6313,2.5,1.13,0.50
1223,1.5,0.67,0.00
1226,7.5,0.67,0.00
1229,4.5,0.67,0.00
6342,1.0,2.16,0.60
5162,22.0,0.94,0.50
6343,1.5,1.09,0.50
1231,5.0,0.67,0.00
1233,4.0,0.67,0.00
6253,2.0,0.93,0.33
1235,1.5,0.67,0.00
6239,8.5,8.29,0.78
1241,1.5,0.88,0.33
6359,1.0,0.67,0.00
6361,3.0,1.56,0.50
6364,0.5,1.19,0.50
6176,1.0,1.49,0.67
6329,5.0,5.01,0.90
6375,1.5,0.67,0.00
6378,2.0,1.79,0.50
1250,1.0,0.67,0.00
6401,1.5,2.11,1.00
1251,1.0,0.67,0.00
6413,1.5,2.18,0.80
6414,26.0,26.16,0.89
6415,1.0,1.02,1.00
6418,2.0,1.23,1.00
6419,2.0,0.67,0.00
6423,1.5,0.67,0.00
6227,1.0,0.67,0.00
1260,0.5,0.92,0.50
6433,1.5,0.99,0.50
1264,1.5,1.52,0.75
6444,2.5,0.67,0.00
6451,1.0,0.67,0.00
6432,2.0,2.10,1.00
6468,1.0,0.67,0.00
6470,1.0,1.44,0.67
6472,6.0,13.00,0.93
1270,4.5,0.67,0.00
5804,3.5,4.03,0.70
6475,1.0,0.67,0.00
6476,1.5,0.67,0.00
1271,1.0,0.67,0.00
6016,6.5,10.81,0.87
6482,3.5,3.12,0.80
1273,4.0,4.64,0.82
6491,5.0,6.10,0.92
6493,1.0,0.67,0.00
1311,1.0,0.67,0.00
6494,2.0,1.00,0.50
6481,2.0,1.30,1.00
6024,12.0,8.01,1.00
1277,1.5,0.70,1.00
6509,4.0,4.91,0.76
5041,2.5,0.67,0.00
6188,5.0,4.34,0.93
6517,2.0,1.14,0.50
6518,1.0,2.60,0.80
6527,2.5,5.10,1.00
6531,3.5,5.90,1.00
6547,21.0,11.02,0.97
6551,1.0,1.82,0.50
6555,7.0,2.76,0.83
6556,14.0,1.65,0.33
1291,2.5,0.67,0.00
6567,2.5,1.84,0.75
1261,1.0,0.67,0.00
1286,1.0,1.86,0.67
1292,9.0,3.54,1.00
1299,3.0,1.56,0.75
1300,2.0,0.67,0.00
1301,2.0,0.67,0.00
1089,5.0,3.28,0.88
1088,14.0,0.67,0.00
1272,0.5,0.67,0.00
1318,4.0,1.56,0.50
1319,1.0,0.67,0.00
1320,7.0,2.27,0.83
1310,1.5,0.95,0.50
1322,1.5,0.67,0.00
1329,2.0,0.67,0.00
1331,6.0,8.40,0.96
1334,2.0,0.67,0.00
1332,1.5,0.67,0.00
6575,4.0,6.11,1.00
6580,1.0,0.67,0.00
6552,3.0,0.92,1.00
6588,3.0,2.12,1.00
1342,2.5,0.67,0.00
1360,1.0,0.67,0.00
6616,4.0,4.95,0.86
1350,8.0,1.69,0.67
6617,2.5,4.82,1.00
6618,1.5,0.67,0.00
6621,12.0,10.12,0.92
6622,3.0,0.67,0.00
6630,0.5,0.67,0.00
6657,1.0,0.67,0.00
6666,1.0,0.67,0.00
6671,4.0,0.67,0.00
6700,1.0,1.10,0.50
1373,1.0,0.67,0.00
6724,3.5,0.67,0.00
6731,5.0,1.08,0.40
1376,1.0,0.67,0.00
6708,1.5,1.01,0.50
6738,1.0,1.00,0.50
6628,1.0,0.67,0.00
6196,4.0,3.04,0.83
1382,1.0,0.67,0.00
6787,3.0,3.40,0.80
6793,6.5,6.63,0.87
1383,1.0,1.24,0.50
6807,1.0,1.49,1.00
6634,24.0,16.99,0.82
1385,1.0,0.97,1.00
6727,1.0,2.42,0.67
6828,2.5,10.80,0.92
6739,2.5,1.00,0.25
6768,6.5,3.66,0.86
6881,1.0,0.67,0.00
6891,1.0,0.67,0.00
6900,10.0,6.56,0.83
1340,6.0,1.39,0.50
6636,1.5,0.98,1.00
6639,2.0,1.38,1.00
6913,1.0,0.66,0.50
6901,0.5,0.67,0.00
6627,1.5,0.67,0.00
6921,3.5,2.13,0.60
6889,2.0,1.85,1.00
6902,3.0,0.97,0.40
6933,2.0,0.67,0.00
6841,2.5,1.58,0.25
6940,1.0,1.10,0.33
6946,8.5,8.81,1.00
6201,2.0,0.67,0.00
6935,2.0,0.67,0.00
6958,2.0,0.67,0.00
6948,1.0,1.27,1.00
6975,32.0,24.10,0.97
6978,5.0,2.25,0.20
1402,1.0,2.28,0.75
6905,2.0,1.42,0.33
1403,1.0,0.67,0.00
6701,1.5,1.90,0.60
7019,2.0,0.67,0.00
1408,1.5,0.67,0.00
1409,1.5,0.67,0.00
1343,1.0,0.67,0.00
7017,2.0,2.19,0.71
7022,3.0,2.33,0.78
6742,4.0,3.65,0.71
6755,2.0,1.26,0.14
6860,4.5,0.97,0.50
7020,3.0,2.47,0.75
7036,4.5,0.67,0.00
7044,14.5,2.55,0.67
6996,28.0,26.34,0.97
7046,2.0,0.92,0.50
6931,1.5,2.88,0.83
6119,1.5,1.26,0.33
6070,1.0,0.67,0.00
6448,1.5,0.67,0.00
6683,2.0,0.90,0.50
7104,1.0,1.35,0.33
7108,0.5,1.48,0.50
7113,2.0,1.91,0.75
7107,1.0,1.14,0.50
7122,2.0,1.82,0.67
7119,7.5,6.97,0.83
7141,2.0,0.82,0.50
7142,0.5,1.37,0.50
6870,1.0,0.67,0.00
7149,2.0,1.99,1.00
7151,12.5,7.78,0.70
6952,2.0,1.82,0.60
7170,7.0,2.42,0.80
6677,4.0,3.13,0.55
7175,1.0,0.67,0.00
7177,4.0,1.76,0.67
7165,1.0,1.63,0.50
7180,2.0,1.15,1.00
1369,2.5,3.71,0.83
7184,1.0,0.67,0.00
7194,6.0,11.17,1.00
7202,0.5,0.67,0.00
7204,3.5,3.97,1.00
7205,3.5,0.67,0.00
7206,0.5,1.31,1.00
7185,4.0,2.38,0.89
7218,1.5,0.99,0.25
7217,8.5,3.39,0.93
7221,18.0,0.67,0.00
1429,1.5,0.67,0.00
1431,4.0,2.28,0.67
7229,2.0,1.20,0.25
7213,3.0,2.89,0.71
1437,1.5,1.75,0.83
7263,2.0,2.12,0.57
7264,0.5,1.15,1.00
1400,2.0,0.67,0.00
1443,1.0,1.10,0.50
7238,0.5,0.67,0.00
7292,1.0,1.06,1.00
1449,2.0,1.86,0.75
7295,3.0,0.67,0.00
7296,2.0,1.14,1.00
1450,1.0,0.67,0.00
7282,7.5,9.42,0.96
6851,2.5,1.79,0.80
7311,1.0,1.19,1.00
7154,1.0,1.56,0.60
7310,0.5,1.51,1.00
7314,8.0,3.83,0.50
7328,1.5,2.46,0.50
7284,1.5,1.34,0.33
7329,2.0,1.18,0.33
7355,1.0,1.72,0.67
7359,1.0,0.67,0.00
7312,3.0,1.46,0.50
7365,3.0,2.51,0.62
7370,0.5,1.27,1.00
7384,6.0,5.89,0.90
7388,2.5,2.12,1.00
3311,4.0,2.24,1.00
7392,1.0,0.97,1.00
7279,1.5,1.45,0.40
7497,1.0,0.67,0.00
7193,11.0,10.36,0.87
7424,1.0,2.18,0.75
1462,17.0,0.67,0.00
6945,1.5,0.67,0.00
7454,1.0,1.65,0.60
7368,1.5,1.56,0.50
7483,4.0,2.41,0.83
7485,3.5,1.51,1.00
7236,4.5,7.87,0.83
7352,5.5,0.67,0.00
7053,3.0,0.67,0.00
7479,4.0,2.17,0.75
7498,1.0,0.67,0.00
7499,2.0,0.67,0.00
7501,1.5,0.67,0.00
7522,7.0,12.41,0.62
7521,2.0,1.59,0.60
7525,3.0,0.67,0.00
7526,2.0,5.48,1.00
7535,3.5,0.67,0.00
7530,4.5,4.04,0.91
7538,1.5,0.67,0.00
7512,1.0,0.95,1.00
1467,1.5,0.67,0.00
1470,1.0,0.67,0.00
7545,4.0,0.87,0.25
1471,1.0,0.67,0.00
1472,1.0,0.67,0.00
7313,3.0,0.67,0.00
1473,1.5,0.67,0.00
7568,4.0,0.67,0.00
1476,1.5,0.67,0.00
6625,11.0,5.84,0.78
7692,3.0,0.67,0.00
7595,2.5,0.67,0.00
7604,1.0,1.62,0.50
7607,1.0,1.01,0.33
7543,2.5,2.80,0.60
7622,1.0,0.67,0.00
7624,18.0,18.63,0.82
7291,4.0,0.67,0.00
7634,1.5,0.83,0.50
7637,2.0,0.72,0.50
7649,2.0,3.61,0.67
1488,4.0,0.90,0.33
7664,1.0,0.67,0.00
7687,1.0,1.25,0.50
7689,1.0,1.14,0.50
7690,2.0,2.68,0.60
7680,1.0,0.95,0.50
7699,1.0,0.67,0.00
7731,15.0,5.87,0.86
7742,1.0,0.67,0.00
7714,3.0,5.04,0.94
6499,18.5,14.11,0.85
7754,7.0,12.95,0.94
7721,4.0,2.44,0.80
7725,1.0,1.21,1.00
7729,0.5,0.67,0.00
7740,1.5,0.67,0.00
1475,8.0,7.96,1.00
7429,1.0,0.67,0.00
7111,0.5,0.67,0.00
7747,1.0,0.67,0.00
7749,5.0,0.67,0.00
7254,4.0,3.12,0.83
7753,8.0,0.67,0.00
7755,0.5,1.04,0.50
7756,0.5,0.67,0.00
7758,6.0,0.67,0.00
7759,7.0,6.84,1.00
7760,4.0,6.89,1.00
7766,2.0,0.67,0.00
7771,2.0,2.33,0.62
7821,1.5,0.67,0.00
1438,1.0,0.67,0.00
1481,2.5,1.45,0.50
1496,0.5,0.67,0.00
1497,1.5,0.67,0.00
1502,3.0,0.67,0.00
1501,1.5,2.48,1.00
7807,6.0,7.16,0.93
1503,2.0,0.67,0.00
7814,1.0,1.15,0.50
7816,2.0,3.56,0.86
7694,2.0,1.39,1.00
7776,1.0,1.74,1.00
7131,1.0,0.67,0.00
1506,1.0,0.86,1.00
7837,1.0,0.67,0.00
7842,5.0,3.09,0.86
7846,6.0,6.01,1.00
7724,2.0,1.03,0.25
7850,2.0,0.67,0.00
7569,2.0,2.98,0.67
7885,3.0,1.06,1.00
7889,3.0,4.34,0.73
7738,3.0,1.89,1.00
7839,2.0,0.82,1.00
7887,2.0,1.75,0.50
7880,2.0,1.12,0.50
7934,2.0,0.67,0.50
7939,1.0,0.67,0.00
7942,2.5,1.34,0.20
7943,1.5,0.67,0.00
7945,14.0,10.11,0.91
1531,5.5,10.89,0.88
7609,1.5,1.34,0.67
7951,2.0,1.87,1.00
7952,1.0,1.70,1.00
7971,3.0,0.67,0.00
7953,1.0,1.46,0.80
7955,1.0,0.67,0.00
6441,3.0,7.75,1.00
7972,6.5,6.54,1.00
7980,4.5,4.74,0.83
7865,6.0,2.77,0.70
1539,2.0,0.67,0.00
7999,3.0,3.38,0.75
8010,1.5,0.67,0.00
8017,2.0,0.82,1.00
8020,1.0,0.92,0.50
7621,1.0,0.67,0.00
8023,7.5,0.97,0.20
7867,1.5,0.67,0.00
8104,25.0,10.44,0.84
8033,3.0,0.67,0.00
8035,3.5,0.67,0.00
8049,1.0,1.21,1.00
8050,1.0,2.22,1.00
8057,6.0,0.67,0.00
1458,1.0,0.67,0.00
8076,1.5,0.99,0.50
7054,3.5,3.66,0.86
8099,2.5,0.67,0.00
8115,4.0,5.08,0.80
8120,12.0,2.10,0.60
8092,4.5,2.77,0.80
8138,1.0,0.67,0.00
8006,3.5,0.94,1.00
8150,5.0,1.85,1.00
8153,1.5,0.67,0.00
8126,0.5,0.98,1.00
8161,1.5,0.67,0.00
8171,1.0,1.37,0.50
8184,1.0,0.67,0.00
8182,1.5,0.67,0.00
8207,2.0,0.67,0.00
8215,1.5,1.48,0.67
8238,2.0,0.67,0.00
8246,2.5,0.67,0.00
8249,1.0,0.67,0.00
47765,2.5,1.63,1.00
43528,11.0,10.84,0.83
49268,1.0,0.67,0.00
47311,24.0,7.88,0.94
47433,4.0,2.01,0.57
49515,1.5,3.85,1.00
39419,18.5,15.69,0.75
43031,56.0,16.09,0.97
48809,4.5,4.08,0.86
46768,5.0,5.68,0.79
49518,1.5,0.67,0.00
49521,1.0,1.25,1.00
45393,6.5,2.98,0.86
48029,0.5,3.15,1.00
39186,11.5,14.85,0.90
39652,8.0,8.10,0.64
46924,75.0,10.02,0.75
43820,95.0,18.98,0.90
49517,2.0,1.47,0.60
49211,1.5,1.86,0.80
48221,20.5,29.82,0.84
45939,14.5,0.00,0.80
49531,2.0,3.64,0.71
48113,9.0,2.99,1.00
45389,6.5,4.78,0.86
43886,66.0,20.86,0.97
32398,1.0,0.67,0.00
43889,8.0,7.98,0.84
48583,10.5,2.77,1.00
49533,2.0,1.77,1.00
39450,16.0,6.38,0.81
48158,9.0,1.16,0.11
48157,2.0,17.68,0.50
49401,4.0,2.57,0.71
32594,5.0,5.03,1.00
45290,2.5,2.20,0.71
41749,2.5,1.73,0.50
49552,1.0,1.64,1.00
48162,5.0,3.08,0.88
49558,6.0,6.03,1.00
29660,74.0,31.21,0.93
48083,4.0,0.98,0.50
48187,2.0,1.08,0.40
49555,1.0,0.86,0.50
47502,2.0,1.82,0.75
49242,6.0,6.71,1.00
47667,26.5,11.01,1.00
49386,2.0,1.14,0.67
41518,38.0,49.25,0.84
46959,22.0,15.15,1.00
48170,2.0,1.51,0.50
47725,1.0,0.67,0.00
45692,11.5,1.76,0.33
49565,2.5,1.31,1.00
28368,65.0,80.85,0.97
47683,8.5,1.79,0.67
46889,16.0,25.48,0.94
49571,2.0,0.67,0.00
49583,5.0,2.36,1.00
45862,40.0,24.47,0.82
48175,2.0,0.67,0.00
41032,80.5,2.88,1.00
39187,23.0,2.01,0.83
49451,7.0,7.29,0.83
41164,11.0,7.51,0.80
47981,7.5,15.80,0.86
48042,13.0,4.19,0.93
47853,1.5,0.97,0.25
49585,1.0,0.67,0.00
45507,13.5,7.36,0.91
49322,3.0,2.86,0.58
49513,10.0,10.30,0.88
45565,37.5,23.12,0.95
48915,6.0,9.98,0.88
49602,1.0,3.28,1.00
44170,32.0,3.80,1.00
36516,50.5,26.63,1.00
47728,7.0,9.90,1.00
47122,14.0,12.22,0.87
44146,66.0,6.80,0.28
48196,1.0,1.07,1.00
44072,3.0,1.42,0.50
49373,4.0,9.77,0.95
49608,7.5,0.67,0.00
43300,38.5,13.94,0.78
47512,3.5,5.97,1.00
48081,4.0,4.75,0.86
48098,4.0,1.36,0.67
48204,1.0,1.61,0.43
38880,43.5,53.42,0.84
37564,21.0,32.48,0.92
47196,4.5,6.09,0.92
35995,119.5,20.64,0.65
40338,44.5,40.64,0.82
47291,21.0,50.97,0.92
48218,2.0,2.61,1.00
48203,6.0,1.98,0.29
49607,5.0,3.15,0.78
36618,81.5,36.91,0.76
32973,5.0,3.99,0.83
43105,61.5,1.42,0.50
49436,1.0,2.65,0.67
49474,1.0,0.67,0.00
47805,41.5,28.38,0.98
35482,106.5,0.94,0.17
48235,3.0,2.15,0.67
35143,20.5,1.05,0.60
48227,4.5,3.84,0.92
48985,3.5,6.58,0.92
44031,5.5,4.98,0.79
48477,9.0,6.37,1.00
38435,53.5,38.83,0.90
29729,132.8,3.46,0.25
48810,6.0,0.67,0.00
45660,146.0,103.95,0.50
49614,1.5,0.67,0.00
41259,10.0,17.47,0.86
48237,1.0,0.67,0.00
46042,1.0,0.67,0.00
34283,1.0,1.48,0.67
47988,1.5,5.62,0.90
47930,25.0,11.59,0.84
35642,22.5,24.45,0.81
46954,19.0,0.67,0.00
48084,3.0,1.76,0.57
44452,6.0,11.82,1.00
43379,6.5,6.66,0.94
46620,22.0,77.18,0.97
48131,30.0,6.78,0.78
48293,4.0,4.12,0.71
40324,2.0,0.67,0.00
47850,2.0,0.67,0.00
45867,29.0,15.50,0.91
46965,2.0,5.37,0.82
40735,13.0,11.66,0.83
48244,1.0,0.67,0.00
35263,36.5,22.89,0.90
23431,8.0,4.66,0.64
49631,2.0,0.67,0.00
48272,8.0,0.78,0.20
35421,12.0,4.73,1.00
48136,1.0,0.67,0.00
40378,10.0,7.91,0.82
41898,20.5,19.51,0.86
45837,2.0,0.67,0.00
43343,1.0,0.67,0.00
48290,4.0,3.56,0.86
48201,6.0,4.10,1.00
46664,7.0,3.65,1.00
22114,4.0,4.77,0.73
47258,5.5,9.83,0.94
48297,5.0,1.62,1.00
47723,10.0,6.46,1.00
48009,9.0,9.00,1.00
43964,37.0,35.09,0.85
48295,3.0,3.12,0.67
47892,36.0,11.04,0.45
49495,2.0,0.67,0.00
44278,3.0,5.22,0.83
49639,0.5,0.93,0.50
39124,74.5,33.78,0.74
46693,10.0,4.23,0.80
46942,1.0,1.06,0.40
47516,24.0,26.49,0.96
42862,61.0,57.93,0.92
48312,2.0,0.67,0.00
49302,1.0,0.92,1.00
49650,1.0,1.27,0.50
45914,18.0,34.70,0.93
28074,57.0,37.73,0.97
42376,92.5,12.94,0.31
44334,4.5,0.67,0.00
48259,2.0,1.30,1.00
49514,2.0,0.67,0.00
49641,4.0,0.67,0.00
45246,1.5,2.19,0.78
48047,1.5,0.85,0.33
49508,4.0,1.80,0.50
48188,1.5,0.67,0.00
49643,4.0,4.69,0.75
45448,1.0,0.67,0.00
47146,10.5,1.98,0.62
43801,2.0,0.67,0.00
36655,6.0,1.40,0.25
41972,26.5,19.71,0.95
30252,34.0,32.14,0.84
48350,2.0,3.17,1.00
49654,1.0,1.08,0.67
46362,18.0,12.82,0.71
48102,4.0,6.12,0.89
49354,3.0,3.86,0.73
47873,2.0,2.45,0.60
39783,5.5,3.41,1.00
49658,2.5,0.87,0.33
48320,2.0,0.67,0.00
19276,11.0,13.12,1.00
48330,1.0,1.28,0.50
48332,2.0,1.82,0.75
49661,11.5,6.49,0.85
23724,17.5,4.32,0.89
39281,9.5,11.60,0.88
47785,10.5,3.07,0.50
42155,45.0,5.63,0.92
48336,4.5,5.48,0.50
46988,2.0,0.67,0.00
47389,7.0,7.52,0.95
48337,3.0,0.67,0.00
22308,119.0,0.67,0.00
47761,1.0,1.01,1.00
49522,4.0,5.22,1.00
49586,6.5,2.83,0.85
44712,11.0,10.27,0.92
30263,71.5,56.00,0.85
39016,1.0,4.27,1.00
48347,2.0,5.80,1.00
48897,2.0,1.14,0.33
49684,1.0,0.67,0.00
48854,4.5,1.88,0.73
49686,1.5,3.50,0.80
48191,3.5,1.23,0.50
47473,36.0,0.67,0.00
47041,5.0,4.25,1.00
48361,1.0,3.67,1.00
49689,31.0,0.67,0.00
45864,5.0,0.67,0.00
45362,5.0,4.26,0.77
48363,6.0,5.74,1.00
49537,9.5,21.00,0.97
48362,1.0,1.64,1.00
49347,3.0,2.26,1.00
39802,12.5,0.67,0.00
48365,1.0,1.19,1.00
48088,3.5,4.89,0.93
48239,0.5,1.28,1.00
48222,2.5,1.87,1.00
44271,5.0,0.95,0.50
47393,6.0,4.47,0.67
21625,103.0,60.20,0.76
48376,1.5,2.89,1.00
48384,2.0,1.08,0.50
41795,91.5,53.20,0.91
28587,99.8,26.37,0.71
47456,1.5,0.67,0.00
48262,1.5,4.90,1.00
47624,4.0,3.59,0.67
48381,2.5,0.67,0.00
46097,1.0,0.82,0.50
48264,1.0,2.53,0.86
48393,2.0,3.26,0.71
48314,1.5,0.67,0.00
37506,25.0,10.45,0.80
48399,1.0,0.88,0.50
48258,2.0,1.33,1.00
47383,6.0,6.39,1.00
40679,16.5,18.52,0.91
47384,6.0,6.39,1.00
17328,35.0,9.99,0.68
48402,5.0,0.67,0.00
13063,30.0,17.76,0.67
48407,15.0,8.18,1.00
48419,1.5,2.91,0.89
48224,1.0,0.67,0.00
48424,1.0,0.67,0.00
45408,12.5,6.24,0.59
48428,8.0,5.56,1.00
48413,9.0,4.33,0.80
48429,2.5,1.28,0.50
43294,30.0,16.77,0.89
47868,3.0,1.00,0.25
48382,1.5,0.67,0.00
38937,42.0,39.67,0.87
48437,3.0,2.28,0.80
46512,5.0,0.67,0.00
47514,2.5,0.67,0.00
48281,1.0,0.67,0.00
45244,22.0,2.79,0.50
48448,2.0,0.67,0.00
48450,1.5,4.68,1.00
46038,3.0,8.99,0.90
48453,1.0,0.67,0.00
48360,1.0,0.67,0.00
46458,11.5,12.76,0.83
48458,2.5,0.67,0.00
36110,25.0,102.31,0.86
31278,4.0,0.67,0.00
46290,26.0,27.82,0.70
48462,3.0,5.37,0.71
48464,12.0,6.37,0.62
48463,3.0,0.67,0.00
48013,19.0,28.75,0.94
45828,8.0,10.92,0.90
48467,1.5,1.93,0.80
47602,8.5,6.92,0.89
48265,22.5,16.84,0.97
48470,1.0,1.85,0.75
47906,2.0,0.67,0.00
47159,19.0,38.53,0.83
47872,1.5,2.66,0.89
48480,7.5,3.10,0.89
45503,13.0,6.01,0.75
45922,2.0,2.08,1.00
48482,7.5,6.04,0.94
36106,20.0,131.55,0.83
38995,15.0,17.06,0.95
22422,60.15,0.99,0.12
45648,4.0,2.82,0.88
46155,12.5,12.26,1.00
47562,2.0,0.78,0.50
43297,3.0,0.66,0.50
48225,2.0,3.66,1.00
48491,2.0,2.98,0.83
48501,1.0,1.51,1.00
48495,7.0,1.69,0.43
47978,3.5,5.34,0.86
45600,1.0,0.67,0.00
48400,1.0,2.41,1.00
48530,1.0,1.07,0.33
48504,1.0,1.14,0.50
